word00001,1.000000
word00002,1.000000
word00003,1.000000
word00004,1.000000
word00005,1.000000
word00006,1.000000
word00007,1.000000
word00008,1.000000
word00009,1.000000
word00010,1.000000
word00011,1.000000
word00012,1.000000
word00013,1.000000
word00014,1.000000
word00015,1.000000
word00016,1.000000
word00017,1.000000
word00018,1.000000
word00019,1.000000
word00020,1.000000
word00021,1.000000
word00022,1.000000
word00023,1.000000
word00024,1.000000
word00025,1.000000
word00026,1.000000
word00027,1.000000
word00028,1.000000
word00029,1.000000
word00030,1.000000
word00031,1.000000
word00032,1.000000
word00033,1.000000
word00034,1.000000
word00035,1.000000
word00036,1.000000
word00037,1.000000
word00038,1.000000
word00039,1.000000
word00040,1.000000
word00041,1.000000
word00042,1.000000
word00043,1.000000
word00044,1.000000
word00045,1.000000
word00046,1.000000
word00047,1.000000
word00048,1.000000
word00049,1.000000
word00050,1.000000
word00051,1.000000
word00052,1.000000
word00053,1.000000
word00054,1.000000
word00055,1.000000
word00056,1.000000
word00057,1.000000
word00058,1.000000
word00059,1.000000
word00060,1.000000
word00061,1.000000
word00062,1.000000
word00063,1.000000
word00064,1.000000
word00065,1.000000
word00066,1.000000
word00067,1.000000
word00068,1.000000
word00069,1.000000
word00070,1.000000
word00071,1.000000
word00072,1.000000
word00073,1.000000
word00074,1.000000
word00075,1.000000
word00076,1.000000
word00077,1.000000
word00078,1.000000
word00079,1.000000
word00080,1.000000
word00081,1.000000
word00082,1.000000
word00083,1.000000
word00084,1.000000
word00085,1.000000
word00086,1.000000
word00087,1.000000
word00088,1.000000
word00089,1.000000
word00090,1.000000
word00091,1.000000
word00092,1.000000
word00093,1.000000
word00094,1.000000
word00095,1.000000
word00096,1.000000
word00097,1.000000
word00098,1.000000
word00099,1.000000
word00100,1.000000
word00101,1.000000
word00102,1.000000
word00103,1.000000
word00104,1.000000
word00105,1.000000
word00106,1.000000
word00107,1.000000
word00108,1.000000
word00109,1.000000
word00110,1.000000
word00111,1.000000
word00112,1.000000
word00113,1.000000
word00114,1.000000
word00115,1.000000
word00116,1.000000
word00117,1.000000
word00118,1.000000
word00119,1.000000
word00120,1.000000
word00121,1.000000
word00122,1.000000
word00123,1.000000
word00124,1.000000
word00125,1.000000
word00126,1.000000
word00127,1.000000
word00128,1.000000
word00129,1.000000
word00130,1.000000
word00131,1.000000
word00132,1.000000
word00133,1.000000
word00134,1.000000
word00135,1.000000
word00136,1.000000
word00137,1.000000
word00138,1.000000
word00139,1.000000
word00140,1.000000
word00141,1.000000
word00142,1.000000
word00143,1.000000
word00144,1.000000
word00145,1.000000
word00146,1.000000
word00147,1.000000
word00148,1.000000
word00149,1.000000
word00150,1.000000
word00151,1.000000
word00152,1.000000
word00153,1.000000
word00154,1.000000
word00155,1.000000
word00156,1.000000
word00157,1.000000
word00158,1.000000
word00159,1.000000
word00160,1.000000
word00161,1.000000
word00162,1.000000
word00163,1.000000
word00164,1.000000
word00165,1.000000
word00166,1.000000
word00167,1.000000
word00168,1.000000
word00169,1.000000
word00170,1.000000
word00171,1.000000
word00172,1.000000
word00173,1.000000
word00174,1.000000
word00175,1.000000
word00176,1.000000
word00177,1.000000
word00178,1.000000
word00179,1.000000
word00180,1.000000
word00181,1.000000
word00182,1.000000
word00183,1.000000
word00184,1.000000
word00185,1.000000
word00186,1.000000
word00187,1.000000
word00188,1.000000
word00189,1.000000
word00190,1.000000
word00191,1.000000
word00192,1.000000
word00193,1.000000
word00194,1.000000
word00195,1.000000
word00196,1.000000
word00197,1.000000
word00198,1.000000
word00199,1.000000
word00200,1.000000
word00201,1.000000
word00202,1.000000
word00203,1.000000
word00204,1.000000
word00205,1.000000
word00206,1.000000
word00207,1.000000
word00208,1.000000
word00209,1.000000
word00210,1.000000
word00211,1.000000
word00212,1.000000
word00213,1.000000
word00214,1.000000
word00215,1.000000
word00216,1.000000
word00217,1.000000
word00218,1.000000
word00219,1.000000
word00220,1.000000
word00221,1.000000
word00222,1.000000
word00223,1.000000
word00224,1.000000
word00225,1.000000
word00226,1.000000
word00227,1.000000
word00228,1.000000
word00229,1.000000
word00230,1.000000
word00231,1.000000
word00232,1.000000
word00233,1.000000
word00234,1.000000
word00235,1.000000
word00236,1.000000
word00237,1.000000
word00238,1.000000
word00239,1.000000
word00240,1.000000
word00241,1.000000
word00242,1.000000
word00243,1.000000
word00244,1.000000
word00245,1.000000
word00246,1.000000
word00247,1.000000
word00248,1.000000
word00249,1.000000
word00250,1.000000
word00251,1.000000
word00252,1.000000
word00253,1.000000
word00254,1.000000
word00255,1.000000
word00256,1.000000
word00257,1.000000
word00258,1.000000
word00259,1.000000
word00260,1.000000
word00261,1.000000
word00262,1.000000
word00263,1.000000
word00264,1.000000
word00265,1.000000
word00266,1.000000
word00267,1.000000
word00268,1.000000
word00269,1.000000
word00270,1.000000
word00271,1.000000
word00272,1.000000
word00273,1.000000
word00274,1.000000
